Id,Expected
7f32574d6c748c41743c6c08a1d1ad8f_0,507591 20 508871 20 510151 20 511431 20 512666 80 513946 80 515226 80 516506 80 517776 100 519056 100 520336 100 521616 100 522891 110 524171 110 525451 110 526731 110 528006 125 529286 125 530566 125 531846 125 533121 135 534401 135 535681 135 536961 135 538236 145 539516 145 540796 145 542076 145 543351 155 544631 155 545911 155 547191 155 548471 155 549751 155 551031 155 552306 165 553586 165 554866 165 556146 165 557421 175 558701 175 559981 175 561261 175 562536 180 563816 180 565096 180 566376 180 567656 185 568936 185 570216 185 571496 185 572776 190 574056 190 575336 190 576616 190 577891 195 579171 195 580451 195 581731 195 583011 200 584291 200 585571 200 586851 200 588126 205 589406 205 590686 205 591966 205 593246 210 594526 210 595806 210 597086 210 598366 210 599646 210 600926 210 602206 210 603486 210 604766 210 606046 210 607326 210 608606 210 609886 210 611166 210 612446 210 613726 210 615006 210 616286 210 617566 210 618846 210 620126 210 621406 210 622686 205 623966 205 625246 205 626526 205 627806 205 629086 205 630366 205 631646 205 632931 195 634211 195 635491 195 636771 190 638051 190 639331 190 640611 190 641891 190 643171 190 644451 190 645731 190 647011 185 648291 185 649571 185 650851 185 652131 180 653411 180 654691 180 655971 180 657251 175 658531 175 659811 175 661091 175 662371 175 663651 175 664931 175 666211 175 667491 170 668771 170 670051 170 671331 170 672616 160 673896 160 675176 160 676456 160 677736 150 679016 150 680296 150 681576 135 682856 135 684136 135 685416 135 686696 90 687976 90 689256 90 690536 90 691816 80 693096 80 694376 80 695656 80 696941 60 698221 60 699501 60 700781 60
7f32574d6c748c41743c6c08a1d1ad8f_1,
7fda8019410b1fcf0625f608b4ce9762_0,881391 35 882671 35 883951 35 885231 35 886491 70 887771 70 889051 70 890331 70 891601 90 892881 90 894161 90 895441 90 896716 105 897996 105 899276 105 900546 120 901826 120 903106 120 904386 120 905661 135 906941 135 908221 135 909501 135 910776 150 912056 150 913336 150 914616 150 915891 165 917171 165 918451 165 919731 165 921006 170 922286 170 923566 170 924846 170 926121 180 927401 180 928681 180 929961 180 931236 190 932516 190 933796 190 935076 190 936351 195 937631 195 938911 195 940191 195 941466 205 942746 205 944026 205 945306 210 946586 210 947866 210 949146 210 950421 220 951701 220 952981 220 954261 220 955536 230 956816 230 958096 230 959376 230 960656 235 961936 235 963216 235 964496 235 965771 240 967051 240 968331 240 969611 240 970891 245 972171 245 973451 245 974731 245 976006 255 977286 255 978566 255 979846 255 981126 260 982406 260 983686 260 984966 260 986241 275 987521 275 988801 275 990081 280 991361 280 992641 280 993921 280 995196 290 996476 290 997756 290 999036 290 1000316 300 1001596 300 1002876 300 1004156 300 1005431 310 1006711 310 1007991 310 1009271 310 1010551 315 1011831 315 1013111 315 1014391 315 1015666 325 1016946 325 1018226 325 1019506 325 1020781 330 1022061 330 1023341 330 1024621 330 1025901 335 1027181 335 1028461 335 1029741 335 1031016 345 1032296 345 1033576 345 1034851 355 1036131 355 1037411 355 1038691 355 1039966 365 1041246 365 1042526 365 1043806 365 1045086 370 1046366 370 1047646 370 1048926 370 1050201 375 1051481 375 1052761 375 1054041 375 1055316 385 1056596 385 1057876 385 1059156 385 1060431 395 1061711 395 1062991 395 1064271 395 1065551 395 1066831 395 1068111 395 1069391 395 1070666 405 1071946 405 1073226 405 1074506 405 1075781 410 1077061 410 1078341 410 1079621 410 1080901 410 1082181 410 1083461 410 1084736 415 1086016 415 1087296 415 1088576 415 1089851 420 1091131 420 1092411 420 1093691 420 1094971 415 1096251 415 1097531 415 1098811 415 1100086 415 1101366 415 1102646 415 1103926 415 1105206 405 1106486 405 1107766 405 1109046 405 1110321 405 1111601 405 1112881 405 1114161 405 1115441 385 1116721 385 1118001 385 1119281 385 1120556 365 1121836 365 1123116 365 1124391 365 1125671 365 1126951 365 1128231 365 1129511 355 1130791 355 1132071 355 1133351 355 1134626 350 1135906 350 1137186 350 1138466 350 1139741 350 1141021 350 1142301 350 1143581 350 1144861 340 1146141 340 1147421 340 1148701 340 1149976 335 1151256 335 1152536 335 1153816 335 1155091 335 1156371 335 1157651 335 1158931 335 1160211 325 1161491 325 1162771 325 1164046 320 1165326 320 1166606 320 1167886 320 1169161 315 1170441 315 1171721 315 1173001 315 1174276 310 1175556 310 1176836 310 1178116 310 1179396 295 1180676 295 1181956 295 1183236 295 1184516 290 1185796 290 1187076 290 1188356 290 1189636 285 1190916 285 1192196 285 1193476 285 1194756 280 1196036 280 1197316 280 1198596 280 1199876 275 1201156 275 1202436 275 1203716 275 1204996 275 1206276 275 1207556 275 1208836 270 1210116 270 1211396 270 1212676 270 1213961 265 1215241 265 1216521 265 1217801 265 1219101 235 1220381 235 1221661 235 1222941 235
7fda8019410b1fcf0625f608b4ce9762_1,
80c643782707d7c359e27888daefee82_0,346376 15 347656 15 348936 15 350206 35 351486 35 352766 35 354046 35 355321 50 356601 50 357881 50 359161 50 360436 60 361716 60 362996 60 364276 60 365551 65 366831 65 368111 65 369386 75 370666 75 371946 75 373226 75 374501 85 375781 85 377061 85 378341 85 379616 95 380896 95 382176 95 383456 95 384731 100 386011 100 387291 100 388566 110 389846 110 391126 110 392406 110 393681 115 394961 115 396241 115 397521 115 398796 125 400076 125 401356 125 402636 125 403916 125 405196 125 406476 125 407751 130 409031 130 410311 130 411591 130 412866 135 414146 135 415426 135 416706 135 417981 145 419261 145 420541 145 421821 145 423096 145 424376 145 425656 145 426931 150 428211 150 429491 150 430771 150 432051 150 433331 150 434611 150 435891 150 437171 150 438451 150 439731 150 441011 150 442291 150 443571 150 444851 150 446131 150 447411 150 448691 150 449971 150 451251 150 452531 150 453811 150 455091 150 456371 150 457651 150 458931 150 460211 150 461491 150 462771 150 464051 150 465331 145 466611 145 467891 145 469171 145 470451 145 471731 145 473011 145 474291 145 475576 140 476856 140 478136 140 479416 140 480696 140 481976 140 483256 140 484536 135 485816 135 487096 135 488376 135 489661 130 490941 130 492221 130 493501 130 494781 125 496061 125 497341 125 498621 125 499906 120 501186 120 502466 120 503746 120 505026 120 506306 120 507586 120 508871 110 510151 110 511431 110 512711 110 513991 110 515271 110 516551 110 517831 110 519116 100 520396 100 521676 100 522961 95 524241 95 525521 95 526801 95 528081 90 529361 90 530641 90 531921 90 533206 80 534486 80 535766 80 537046 80 538331 75 539611 75 540891 75 542181 55 543461 55 544741 55 546021 55 547336 10 548616 10 549896 10 551176 10
80c643782707d7c359e27888daefee82_1,
80cae6daedd989517cb8041ed86e5822_0,
80cae6daedd989517cb8041ed86e5822_1,633071 20 634351 20 635631 20 636906 30 638186 30 639466 30 640746 30 642006 70 643286 70 644566 70 645846 70 647111 100 648391 100 649671 100 650951 100 652226 120 653506 120 654786 120 656066 120 657336 135 658616 135 659896 135 661176 135 662451 145 663731 145 665011 145 666291 145 667566 155 668846 155 670126 155 671406 155 672681 165 673961 165 675241 165 676521 165 677796 175 679076 175 680356 175 681631 185 682911 185 684191 185 685471 185 686746 190 688026 190 689306 190 690586 190 691861 200 693141 200 694421 200 695701 200 696976 210 698256 210 699536 210 700816 210 702091 215 703371 215 704651 215 705931 215 707211 220 708491 220 709771 220 711051 220 712326 225 713606 225 714886 225 716166 225 717446 225 718726 225 720006 225 721286 225 722566 230 723846 230 725126 230 726401 235 727681 235 728961 235 730241 235 731521 240 732801 240 734081 240 735361 240 736641 240 737921 240 739201 240 740481 240 741761 245 743041 245 744321 245 745601 245 746876 250 748156 250 749436 250 750716 250 751996 255 753276 255 754556 255 755836 255 757116 255 758396 255 759676 255 760956 255 762236 260 763516 260 764796 260 766076 260 767356 260 768636 260 769916 260 771196 260 772476 260 773756 260 775036 260 776316 260 777596 260 778876 260 780156 260 781431 270 782711 270 783991 270 785271 270 786551 270 787831 270 789111 270 790391 270 791671 270 792951 270 794231 270 795511 270 796791 270 798071 270 799351 270 800631 270 801911 270 803191 270 804471 270 805751 270 807031 270 808311 270 809591 270 810871 270 812151 270 813431 270 814711 270 815986 275 817266 275 818546 275 819826 275 821106 275 822386 275 823666 275 824946 275 826226 275 827506 275 828786 275 830066 275 831346 275 832626 275 833906 275 835186 275 836466 275 837746 275 839026 275 840306 275 841591 270 842871 270 844151 270 845431 270 846711 270 847991 270 849271 270 850551 270 851831 270 853111 270 854391 270 855671 270 856951 270 858231 270 859511 270 860791 270 862071 270 863351 270 864631 270 865916 260 867196 260 868476 260 869756 260 871036 260 872316 260 873596 260 874876 260 876156 260 877436 260 878716 260 879996 260 881276 255 882556 255 883836 255 885116 255 886401 245 887681 245 888961 245 890241 245 891521 240 892801 240 894081 240 895361 240 896646 230 897926 230 899206 230 900486 225 901766 225 903046 225 904326 225 905606 225 906886 225 908166 225 909446 225 910731 215 912011 215 913291 215 914571 215 915851 215 917131 215 918411 215 919691 215 920976 205 922256 205 923536 205 924816 205 926096 200 927376 200 928656 200 929936 200 931221 190 932501 190 933781 190 935061 190 936341 185 937621 185 938901 185 940181 185 941466 170 942746 170 944026 170 945306 150 946586 150 947866 150 949146 150 950431 140 951711 140 952991 140 954271 140 955551 130 956831 130 958111 130 959391 130 960671 125 961951 125 963231 125 964511 125 965796 115 967076 115 968356 115 969636 115 970916 115 972196 115 973476 115 974756 115 976041 105 977321 105 978601 105 979881 105 981166 95 982446 95 983726 95 985006 95 986286 90 987566 90 988846 90 990131 85 991411 85 992691 85 993971 85 995256 75 996536 75 997816 75 999096 75 1000381 65 1001661 65 1002941 65 1004221 65 1005506 60 1006786 60 1008066 60 1009346 60 1010636 40 1011916 40 1013196 40 1014476 40 1015761 30 1017041 30 1018321 30 1019601 30
82ea2c193ac8d551c149b60f2965341c_0,343596 25 344876 25 346156 25 347436 25 348706 50 349986 50 351266 50 352546 50 353821 60 355101 60 356381 60 357661 60 358936 75 360216 75 361496 75 362776 75 364051 85 365331 85 366611 85 367891 85 369171 90 370451 90 371731 90 373011 90 374286 100 375566 100 376846 100 378126 105 379406 105 380686 105 381966 105 383246 110 384526 110 385806 110 387086 110 388366 110 389646 110 390926 110 392206 110 393481 120 394761 120 396041 120 397321 120 398601 120 399881 120 401161 120 402441 120 403721 120 405001 120 406281 120 407561 120 408841 120 410121 120 411401 120 412681 120 413961 125 415241 125 416521 125 417801 125 419081 125 420361 125 421641 125 422921 125 424201 125 425481 125 426761 125 428041 130 429321 130 430601 130 431881 130 433161 130 434441 130 435721 130 437001 130 438276 135 439556 135 440836 135 442116 135 443396 135 444676 135 445956 135 447236 135 448516 135 449796 135 451076 135 452356 135 453636 135 454916 135 456196 135 457476 135 458756 135 460036 135 461316 135 462596 135 463876 135 465156 135 466436 135 467716 135 468996 135 470276 135 471556 135 472836 135 474116 135 475396 135 476676 135 477956 135 479236 135 480516 135 481796 135 483076 135 484356 135 485636 135 486916 135 488196 135 489476 135 490756 135 492036 135 493316 135 494596 135 495876 135 497156 135 498436 135 499716 135 500996 135 502276 135 503556 130 504836 130 506116 130 507396 130 508676 130 509956 130 511236 130 512516 130 513796 130 515076 130 516356 130 517636 125 518916 125 520196 125 521476 125 522761 120 524041 120 525321 120 526601 120 527881 115 529161 115 530441 115 531721 115 533001 115 534281 115 535561 115 536841 115 538121 110 539401 110 540681 110 541961 110 543246 100 544526 100 545806 100 547086 100 548366 95 549646 95 550926 95 552206 85 553486 85 554766 85 556046 85 557331 75 558611 75 559891 75 561171 75 562456 55 563736 55 565016 55 566296 55
82ea2c193ac8d551c149b60f2965341c_1,
8395e56a6d9ba9d45c3dbc695325ded4_0,264541 15 265821 15 267101 15 268381 15 269646 40 270926 40 272206 40 273486 40 274716 95 275996 95 277276 95 278556 95 279831 105 281111 105 282391 105 283671 105 284946 115 286226 115 287506 115 288776 130 290056 130 291336 130 292616 130 293891 140 295171 140 296451 140 297731 140 299001 155 300281 155 301561 155 302841 155 304116 165 305396 165 306676 165 307956 165 309231 175 310511 175 311791 175 313071 175 314346 180 315626 180 316906 180 318186 180 319466 185 320746 185 322026 185 323306 185 324581 195 325861 195 327141 195 328421 195 329701 195 330981 195 332261 195 333441 40 333536 205 334721 40 334816 205 336001 40 336096 205 337281 40 337376 205 338561 50 338656 205 339841 50 339936 205 341121 50 341216 205 342401 50 342496 205 343676 65 343771 215 344956 65 345051 215 346236 65 346331 215 347516 65 347611 215 348791 80 348886 225 350071 80 350166 225 351351 80 351446 225 352631 80 352726 225 353911 320 355191 320 356471 320 357751 320 359026 330 360306 330 361586 330 362866 330 364146 330 365426 330 366706 330 367986 330 369261 335 370541 335 371821 335 373101 335 374381 335 375661 335 376941 335 378221 335 379501 335 380781 335 382061 335 383341 340 384621 340 385901 340 387181 340 388461 340 389741 340 391021 340 392301 340 393581 340 394861 340 396141 340 397421 340 398701 340 399981 340 401261 340 402541 340 403821 340 405101 340 406381 340 407661 340 408941 340 410221 340 411501 340 412781 340 414061 340 415341 340 416621 340 417906 335 419186 335 420466 335 421746 335 423026 335 424306 335 425586 335 426866 335 428151 330 429431 330 430711 330 431991 330 433276 325 434556 325 435836 325 437116 325 438396 325 439676 325 440956 325 442236 325 443521 320 444801 320 446081 320 447361 320 448641 320 449921 320 451201 320 452481 320 453766 315 455046 315 456326 315 457606 315 458891 305 460171 305 461451 305 462736 300 464016 300 465296 300 466576 300 467866 290 469146 290 470426 290 471706 290 472991 280 474271 280 475551 280 476831 280 478116 275 479396 275 480676 275 481956 275 483246 260 484526 260 485806 260 487086 260 488371 250 489651 250 490931 250 492211 250 493501 230 494781 230 496061 230 497341 230 498631 210 499911 210 501191 210 502471 210 503766 180 505046 180 506326 180 507616 150 508896 150 510176 150 511456 150 512746 120 514026 120 515306 120 516586 120 517881 85 519161 85 520441 85 521721 85 523016 50 524296 50 525576 50 526856 50
8395e56a6d9ba9d45c3dbc695325ded4_1,
85a04faeeb2b535797395305af926a6f_0,527601 50 528881 50 530161 50 531441 50 532706 80 533986 80 535266 80 536546 80 537816 100 539096 100 540376 100 541656 100 542931 115 544211 115 545491 115 546771 115 548046 125 549326 125 550606 125 551881 140 553161 140 554441 140 555721 140 556996 150 558276 150 559556 150 560836 150 562111 160 563391 160 564671 160 565951 160 567226 170 568506 170 569786 170 571066 170 572346 175 573626 175 574906 175 576186 175 577461 180 578741 180 580021 180 581301 180 582576 190 583856 190 585136 190 586416 190 587696 195 588976 195 590256 195 591536 195 592811 200 594091 200 595371 200 596651 205 597931 205 599211 205 600491 205 601771 210 603051 210 604331 210 605611 210 606891 215 608171 215 609451 215 610731 215 612011 215 613291 215 614571 215 615851 215 617131 220 618411 220 619691 220 620971 220 622251 225 623531 225 624811 225 626091 225 627376 220 628656 220 629936 220 631216 220 632496 225 633776 225 635056 225 636336 230 637616 230 638896 230 640176 230 641456 235 642736 235 644016 235 645296 235 646576 240 647856 240 649136 240 650416 240 651696 240 652976 240 654256 240 655536 240 656821 240 658101 240 659381 240 660661 240 661941 245 663221 245 664501 245 665781 245 667061 245 668341 245 669621 245 670901 245 672181 250 673461 250 674741 250 676021 250 677306 250 678586 250 679866 250 681146 250 682426 250 683706 250 684986 250 686266 255 687546 255 688826 255 690106 255 691386 260 692666 260 693946 260 695226 260 696511 255 697791 255 699071 255 700351 255 701631 260 702911 260 704191 260 705471 260 706756 255 708036 255 709316 255 710596 255 711881 250 713161 250 714441 250 715721 250 717001 255 718281 255 719561 255 720841 255 722126 250 723406 250 724686 250 725966 250 727246 250 728526 250 729806 250 731086 255 732366 255 733646 255 734926 255 736211 250 737491 250 738771 250 740051 250 741331 255 742611 255 743891 255 745171 255 746451 255 747731 255 749011 255 750291 255 751576 255 752856 255 754136 255 755416 255 756696 260 757976 260 759256 260 760536 260 761821 255 763101 255 764381 255 765661 255 766946 255 768226 255 769506 255 770786 260 772066 260 773346 260 774626 260 775906 265 777186 265 778466 265 779746 265 781031 265 782311 265 783591 265 784871 265 786151 270 787431 270 788711 270 789991 270 791276 270 792556 270 793836 270 795116 270 796396 275 797676 275 798956 275 800236 275 801521 270 802801 270 804081 270 805361 270 806641 275 807921 275 809201 275 810481 275 811761 280 813041 280 814321 280 815601 280 816881 280 818161 280 819441 280 820721 285 822001 285 823281 285 824561 285 825846 285 827126 285 828406 285 829686 285 830976 275 832256 275 833536 275 834816 275 836101 275 837381 275 838661 275 839941 275 841226 275 842506 275 843786 275 845066 275 846346 275 847626 275 848906 275 850186 275 851471 275 852751 275 854031 275 855311 275 856596 270 857876 270 859156 270 860441 270 861721 270 863001 270 864281 270 865561 275 866841 275 868121 275 869401 275 870686 270 871966 270 873246 270 874526 270 875806 270 877086 270 878366 270 879646 270 880931 270 882211 270 883491 270 884771 270 886051 270 887331 270 888611 270 889891 270 891186 260 892466 260 893746 260 895026 260 896316 250 897596 250 898876 250 900161 250 901441 250 902721 250 904001 250 905286 245 906566 245 907846 245 909126 245 910411 240 911691 240 912971 240 914251 240 915536 235 916816 235 918096 235 919376 235 920661 230 921941 230 923221 230 924501 230 925786 225 927066 225 928346 225 929626 225 930916 215 932196 215 933476 215 934756 215 936041 205 937321 205 938601 205 939881 205 941161 205 942441 205 943721 205 945001 195 946281 195 947561 195 948841 195 950121 190 951401 190 952681 190 953961 190 955246 180 956526 180 957806 180 959086 180 960366 175 961646 175 962926 175 964206 175 965486 170 966766 170 968046 170 969326 170 970611 160 971891 160 973171 160 974451 160 975731 160 977011 160 978291 160 979571 160 980876 130 982156 130 983436 130 984716 130 985996 130 987276 130 988556 130 989841 125 991121 125 992401 125 993681 125 994966 120 996246 120 997526 120 998806 120 1000091 115 1001371 115 1002651 115 1003931 115 1005216 110 1006496 110 1007776 110 1009056 110 1010336 110 1011616 110 1012896 110 1014176 110 1015456 110 1016736 110 1018016 110 1019296 110 1020581 105 1021861 105 1023141 105 1024421 105 1025706 100 1026986 100 1028266 100 1029546 100 1030831 90 1032111 90 1033391 90 1034676 85 1035956 85 1037236 85 1038516 85 1039801 75 1041081 75 1042361 75 1043641 75 1044921 75 1046201 75 1047481 75 1048761 75 1050046 65 1051326 65 1052606 65 1053886 65 1055171 55 1056451 55 1057731 55 1059011 55 1060296 45 1061576 45 1062856 45 1064136 45 1065436 20 1066716 20 1067996 20 1069276 20
85a04faeeb2b535797395305af926a6f_1,
87133b51209db6dcdda5cc8a788edaeb_0,269701 50 270981 50 272261 50 273541 50 274816 65 276096 65 277376 65 278656 65 279931 80 281211 80 282491 80 283771 80 285046 95 286326 95 287606 95 288886 100 290166 100 291446 100 292726 100 294001 110 295281 110 296561 110 297841 110 299121 115 300401 115 301681 115 302961 115 304236 125 305516 125 306796 125 308076 125 309351 135 310631 135 311911 135 313191 135 314471 140 315751 140 317031 140 318311 140 319586 150 320866 150 322146 150 323426 150 324701 160 325981 160 327261 160 328541 160 329821 165 331101 165 332381 165 333656 175 334936 175 336216 175 337496 175 338776 180 340056 180 341336 180 342616 180 343891 185 345171 185 346451 185 347731 185 349011 190 350291 190 351571 190 352851 190 354126 200 355406 200 356686 200 357966 200 359246 200 360526 200 361806 200 363086 200 364366 205 365646 205 366926 205 368206 205 369481 210 370761 210 372041 210 373321 210 374601 215 375881 215 377161 215 378441 220 379721 220 381001 220 382281 220 383561 225 384841 225 386121 225 387401 225 388676 230 389956 230 391236 230 392516 230 393796 235 395076 235 396356 235 397636 235 398916 240 400196 240 401476 240 402756 240 404036 245 405316 245 406596 245 407876 245 409156 245 410436 245 411716 245 412996 245 414276 245 415556 245 416836 245 418116 250 419396 250 420676 250 421956 250 423236 250 424516 250 425796 250 427076 250 428356 255 429636 255 430916 255 432196 255 433476 255 434756 255 436036 255 437316 255 438596 255 439876 255 441156 255 442436 255 443716 260 444996 260 446276 260 447556 260 448836 260 450116 260 451396 260 452676 260 453956 265 455236 265 456516 265 457796 265 459081 260 460361 260 461641 260 462921 260 464201 260 465481 260 466761 260 468041 265 469321 265 470601 265 471881 265 473161 265 474441 265 475721 265 477001 265 478286 255 479566 255 480846 255 482126 255 483406 255 484686 255 485966 255 487246 255 488531 245 489811 245 491091 245 492371 245 493651 245 494931 245 496211 245 497491 245 498771 245 500051 245 501331 245 502611 245 503896 240 505176 240 506456 240 507736 235 509016 235 510296 235 511576 235 512861 230 514141 230 515421 230 516701 230 517981 230 519261 230 520541 230 521821 230 523106 225 524386 225 525666 225 526946 225 528226 225 529506 225 530786 225 532066 225 533351 220 534631 220 535911 220 537191 220 538471 225 539751 225 541031 225 542311 225 543596 220 544876 220 546156 220 547436 220 548721 215 550001 215 551281 215 552561 215 553841 215 555121 215 556401 215 557686 210 558966 210 560246 210 561526 210 562806 210 564086 210 565366 210 566646 210 567931 205 569211 205 570491 205 571771 205 573051 205 574331 205 575611 205 576891 205 578176 200 579456 200 580736 200 582016 200 583301 200 584581 200 585861 200 587141 200 588421 200 589701 200 590981 200 592261 200 593546 195 594826 195 596106 195 597391 190 598671 190 599951 190 601231 190 602516 185 603796 185 605076 185 606356 185 607641 185 608921 185 610201 185 611481 185 612761 185 614041 185 615321 185 616601 185 617886 180 619166 180 620446 180 621726 180 623011 175 624291 175 625571 175 626851 175 628136 170 629416 170 630696 170 631976 170 633261 165 634541 165 635821 165 637106 160 638386 160 639666 160 640946 160 642231 150 643511 150 644791 150 646071 150 647356 140 648636 140 649916 140 651196 140 652481 135 653761 135 655041 135 656321 135 657611 120 658891 120 660171 120 661451 120 662741 105 664021 105 665301 105 666581 105 667871 90 669151 90 670431 90 671711 90 673006 70 674286 70 675566 70 676846 70 678141 45 679421 45 680701 45
87133b51209db6dcdda5cc8a788edaeb_1,
88e16d4ca6160127cd1d5ff99c267599_0,330091 5 331371 5 332651 5 333931 5 335211 5 336491 5 337771 5 339051 10 340331 10 341611 10 342891 10 344171 10 345451 10 346731 10 348011 10 349296 10 350576 10 351856 10 353136 10 354416 10 355696 10 356976 10 358256 10 483576 25 484856 25 486136 25 487416 25 488676 70 489956 70 491236 70 492516 70 493786 90 495066 90 496346 90 497626 90 498906 95 500186 95 501466 95 502746 95 504016 115 505296 115 506576 115 507856 120 509136 120 510416 120 511696 120 512961 145 514241 145 515521 145 516801 145 518061 170 519341 170 520621 170 521901 170 523176 180 524456 180 525736 180 527016 180 528296 185 529576 185 530856 185 532136 185 533411 195 534691 195 535971 195 537251 195 538526 205 539806 205 541086 205 542366 205 543641 215 544921 215 546201 215 547481 215 548761 220 550041 220 551321 220 552596 225 553876 225 555156 225 556436 225 557711 235 558991 235 560271 235 561551 235 562831 235 564111 235 565391 235 566671 235 567946 240 569226 240 570506 240 571786 240 573066 245 574346 245 575626 245 576906 245 578181 250 579461 250 580741 250 582021 250 583301 255 584581 255 585861 255 587141 255 588416 260 589696 260 590976 260 592256 260 593536 260 594816 260 596096 260 597376 265 598656 265 599936 265 601216 265 602491 270 603771 270 605051 270 606331 270 607611 275 608891 275 610171 275 611451 275 612731 275 614011 275 615291 275 616571 275 617846 285 619126 285 620406 285 621686 285 622966 285 624246 285 625526 285 626806 285 628086 285 629366 285 630646 285 631926 285 633206 285 634486 285 635766 285 637046 285 638326 285 639606 285 640886 285 642166 285 643446 285 644726 285 646006 285 647286 285 648566 285 649846 285 651126 285 652406 285 653686 285 654966 285 656246 285 657526 285 658806 285 660086 285 661366 285 662646 280 663926 280 665206 280 666486 280 667766 280 669046 280 670326 280 671606 280 672886 280 674166 280 675446 280 676726 280 678001 280 679281 280 680561 280 681841 280 683121 280 684401 280 685681 280 686961 280 688241 280 689521 280 690801 280 692081 275 693361 275 694641 275 695921 275 697201 275 698481 275 699761 275 701041 275 702316 280 703596 280 704876 280 706156 280 707436 275 708716 275 709996 275 711276 275 712556 275 713836 275 715116 275 716396 275 717676 270 718956 270 720236 270 721516 270 722796 270 724076 270 725356 270 726631 275 727911 275 729191 275 730471 275 731751 270 733031 270 734311 270 735591 270 736871 270 738151 270 739431 270 740711 270 741986 275 743266 275 744546 275 745826 275 747106 275 748386 275 749666 275 750946 275 752226 270 753506 270 754786 270 756066 270 757341 275 758621 275 759901 275 761181 275 762461 275 763741 275 765021 275 766301 275 767581 275 768861 275 770141 275 771416 275 772696 275 773976 275 775256 275 776536 275 777816 275 779096 275 780376 275 781656 270 782936 270 784216 270 785496 270 786776 270 788056 270 789336 270 790616 270 791896 265 793176 265 794456 265 795736 265 797016 265 798296 265 799576 265 800856 265 802136 265 803416 265 804696 265 805976 265 807256 265 808536 265 809816 265 811096 265 812376 265 813656 265 814936 265 816216 265 817496 265 818776 265 820056 265 821336 265 822616 265 823896 265 825176 265 826456 265 827736 265 829016 265 830296 265 831576 265 832856 265 834136 265 835416 265 836706 250 837986 250 839266 250 840546 250 841831 245 843111 245 844391 245 845671 245 846956 240 848236 240 849516 240 850796 240 852086 225 853366 225 854646 225 855926 225 857216 215 858496 215 859776 215 861061 205 862341 205 863621 205 864901 205 866186 200 867466 200 868746 200 870026 200 871311 195 872591 195 873871 195 875151 195 876436 190 877716 190 878996 190 880276 190 881561 180 882841 180 884121 180 885401 180 886686 175 887966 175 889246 175 890526 175 891811 165 893091 165 894371 165 895651 165 896931 165 898211 165 899491 165 900781 150 902061 150 903341 150 904621 150 905916 135 907196 135 908476 135 909756 135 911076 90 912356 90 913636 90 914916 90 916211 75 917491 75 918771 75 920051 75 921346 60 922626 60 923906 60 925186 60 926476 45 927756 45 929036 45 930316 45 931601 40 932881 40 934161 40 935441 40 936726 30 938006 30 939286 30 940566 30
88e16d4ca6160127cd1d5ff99c267599_1,
8954bb13d3727c7e5e1069646f2f0bb8_0,
8954bb13d3727c7e5e1069646f2f0bb8_1,398581 10 399861 10 401141 10 402421 10 403676 50 404956 50 406236 50 407516 50 408786 65 410066 65 411346 65 412626 65 413891 85 415171 85 416451 85 417721 95 419001 95 420281 95 421561 95 422826 110 424106 110 425386 110 426666 110 427916 145 429196 145 430476 145 431756 145 433016 165 434296 165 435576 165 436856 165 438126 175 439406 175 440686 175 441966 175 443231 190 444511 190 445791 190 447071 190 448341 200 449621 200 450901 200 452181 200 453451 210 454731 210 456011 210 457291 210 458561 220 459841 220 461121 220 462391 230 463671 230 464951 230 466231 230 467501 240 468781 240 470061 240 471341 240 472616 245 473896 245 475176 245 476456 245 477731 245 479011 245 480291 245 481571 245 482846 250 484126 250 485406 250 486686 250 487966 250 489246 250 490526 250 491806 250 493086 250 494366 250 495646 250 496926 250 498201 255 499481 255 500761 255 502041 255 503321 250 504601 250 505881 250 507156 255 508436 255 509716 255 510996 255 512276 255 513556 255 514836 255 516116 255 517396 255 518676 255 519956 255 521236 255 522511 260 523791 260 525071 260 526351 260 527631 255 528911 255 530191 255 531471 255 532751 255 534031 255 535311 255 536591 255 537871 255 539151 255 540431 255 541711 255 542996 250 544276 250 545556 250 546836 250 548116 245 549396 245 550676 245 551956 245 553236 245 554516 245 555796 245 557076 240 558356 240 559636 240 560916 240 562196 240 563476 240 564756 240 566036 240 567321 235 568601 235 569881 235 571161 235 572441 230 573721 230 575001 230 576281 230 577566 220 578846 220 580126 220 581406 220 582691 215 583971 215 585251 215 586531 215 587851 170 589131 170 590411 170 591691 170 592981 150 594261 150 595541 150 596831 135 598111 135 599391 135 600671 135 601961 115 603241 115 604521 115 605801 115 607086 100 608366 100 609646 100 610926 100 612221 70 613501 70 614781 70 616061 70 617361 25 618641 25 619921 25 621201 25 711956 10 713236 10 714516 10 715796 10 717071 15 718351 15 719631 15 720911 15 722191 10 723471 10 724751 10 726031 5 727311 5 728591 5 729871 5
